Indicator ID,Indicator name,Country,Region,Ocean,Resp,Type,Year,Score
6,Accepted FAO Compliance Agreement,Japan,Asia,Western Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Jordan,Middle East,Mediterranean & Black Sea,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Kenya,Africa,West Indian Ocean,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Kiribati,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Korea (North),Asia,Western Pacific,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Korea (Rep. South),Asia,Western Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Kuwait,Middle East,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Latvia,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Lebanon,Middle East,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Liberia,Africa,East Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Libya,Africa,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Lithuania,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Madagascar,Africa,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Malaysia,Asia,East Indian Ocean and Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Maldives,Asia,West Indian Ocean,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Malta,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Marshall Isl.,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Mauritania,Africa,East Atlantic,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Mauritius,Africa,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Mexico,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Micronesia (FS of),Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Monaco,Europe,Mediterranean & Black Sea,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Montenegro,Europe,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Morocco,Africa,East Atlantic and Mediterranean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Mozambique,Africa,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Myanmar,Asia,East Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Namibia,Africa,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Nauru,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Netherlands,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,New Zealand,Oceania,Western Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Nicaragua,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Nigeria,Africa,East Atlantic,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Norway,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Oman,Middle East,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Pakistan,Asia,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Palau,Oceania,Western Pacific,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Panama,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Papua New Guinea,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Peru,South America,Eastern Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Philippines,Asia,Western Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Poland,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Portugal,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Qatar,Middle East,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Romania,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Russia,Europe,East Atlantic and Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Saint Kitts & Nevis,Caribbean & Central America,West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Saint Lucia,Caribbean & Central America,West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Saint Vincent & the Grenadines,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Samoa,Oceania,Western Pacific,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Sao Tome & Principe,Africa,East Atlantic,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Saudi Arabia,Middle East,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Senegal,Africa,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Seychelles,Africa,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Sierra Leone,Africa,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Singapore,Asia,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Slovenia,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Solomon Isl.,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Somalia,Africa,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,South Africa,Africa,West Indian Ocean and East Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Spain,Europe,East Atlantic and Mediterranean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Sri Lanka,Asia,East Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Sudan,Africa,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Suriname,South America,West Atlantic,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Sweden,Europe,East Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Syria,Middle East,Mediterranean & Black Sea,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Taiwan,Asia,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Tanzania,Africa,West Indian Ocean,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Thailand,Asia,East Indian Ocean and Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Timor-Leste,Asia,East Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Togo,Africa,East Atlantic,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Tonga,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Trinidad & Tobago,Caribbean & Central America,West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Tunisia,Africa,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Turkey,Middle East,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Tuvalu,Oceania,Western Pacific,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Ukraine,Europe,Mediterranean & Black Sea,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,United Arab Emirates,Middle East,West Indian Ocean,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,United Kingdom,Europe,East Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Uruguay,South America,West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,USA,North America,Eastern Pacific and West Atlantic,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Vanuatu,Oceania,Western Pacific,Flag,Response,2021,1
6,Accepted FAO Compliance Agreement,Venezuela,South America,West Atlantic,Flag,Response,2021,5
6,Accepted FAO Compliance Agreement,Vietnam,Asia,Western Pacific,Flag,Response,2021,
6,Accepted FAO Compliance Agreement,Yemen,Middle East,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Albania,Europe,Mediterranean & Black Sea,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Algeria,Africa,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Angola,Africa,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Antigua & Barbuda,Caribbean & Central America,West Atlantic,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Argentina,South America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Australia,Oceania,East Indian Ocean and Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Bahamas,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Bahrain,Middle East,West Indian Ocean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Bangladesh,Asia,East Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Barbados,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Belgium,Europe,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Belize,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Benin,Africa,East Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Bosnia & Herzegovina,Europe,Mediterranean & Black Sea,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Brazil,South America,West Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Brunei Darussalam,Asia,Western Pacific,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Bulgaria,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Cambodia,Asia,Western Pacific,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Cameroon,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Canada,North America,Eastern Pacific and West Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Cape Verde,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Chile,South America,Eastern Pacific,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,China,Asia,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Colombia,South America,Eastern Pacific and West Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Comoros Isl.,Africa,West Indian Ocean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Congo (DRC),Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,"Congo, R. of",Africa,East Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Cook Islands,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Costa Rica,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Cote d'Ivoire,Africa,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Croatia,Europe,Mediterranean & Black Sea,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Cuba,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Cyprus,Europe,Mediterranean & Black Sea,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Denmark,Europe,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Djibouti,Africa,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Dominica,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Dominican Republic,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Ecuador,South America,Eastern Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Egypt,Africa,Mediterranean & Black Sea,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,El Salvador,Caribbean & Central America,Eastern Pacific,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Equatorial Guinea,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Eritrea,Africa,West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Estonia,Europe,East Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Fiji,Oceania,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Finland,Europe,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,France,Europe,East Atlantic and Mediterranean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Gabon,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Gambia,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Georgia,Middle East,Mediterranean & Black Sea,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Germany,Europe,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Ghana,Africa,East Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Greece,Europe,Mediterranean & Black Sea,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Grenada,Caribbean & Central America,West Atlantic,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Guatemala,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Guinea,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Guinea-Bissau,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Guyana,South America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Haiti,Caribbean & Central America,West Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Honduras,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Iceland,Europe,East Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,India,Asia,East Indian Ocean and West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Indonesia,Asia,East Indian Ocean and Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Iran,Middle East,West Indian Ocean,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Iraq,Middle East,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Ireland,Europe,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Israel,Middle East,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Italy,Europe,Mediterranean & Black Sea,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Jamaica,Caribbean & Central America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Japan,Asia,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Jordan,Middle East,Mediterranean & Black Sea,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Kenya,Africa,West Indian Ocean,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Kiribati,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Korea (North),Asia,Western Pacific,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Korea (Rep. South),Asia,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Kuwait,Middle East,West Indian Ocean,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Latvia,Europe,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Lebanon,Middle East,Mediterranean & Black Sea,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Liberia,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Libya,Africa,Mediterranean & Black Sea,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Lithuania,Europe,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Madagascar,Africa,West Indian Ocean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Malaysia,Asia,East Indian Ocean and Western Pacific,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Maldives,Asia,West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Malta,Europe,Mediterranean & Black Sea,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Marshall Isl.,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Mauritania,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Mauritius,Africa,West Indian Ocean,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Mexico,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Micronesia (FS of),Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Monaco,Europe,Mediterranean & Black Sea,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Montenegro,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Morocco,Africa,East Atlantic and Mediterranean,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Mozambique,Africa,West Indian Ocean,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Myanmar,Asia,East Indian Ocean,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Namibia,Africa,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Nauru,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Netherlands,Europe,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,New Zealand,Oceania,Western Pacific,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Nicaragua,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Nigeria,Africa,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Norway,Europe,East Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Oman,Middle East,West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Pakistan,Asia,West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Palau,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Panama,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Papua New Guinea,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Peru,South America,Eastern Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Philippines,Asia,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Poland,Europe,East Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Portugal,Europe,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Qatar,Middle East,West Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Romania,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Russia,Europe,East Atlantic and Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Saint Kitts & Nevis,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Saint Lucia,Caribbean & Central America,West Atlantic,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Saint Vincent & the Grenadines,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Samoa,Oceania,Western Pacific,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Sao Tome & Principe,Africa,East Atlantic,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Saudi Arabia,Middle East,West Indian Ocean,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Senegal,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Seychelles,Africa,West Indian Ocean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Sierra Leone,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Singapore,Asia,Western Pacific,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Slovenia,Europe,Mediterranean & Black Sea,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Solomon Isl.,Oceania,Western Pacific,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Somalia,Africa,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,South Africa,Africa,West Indian Ocean and East Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Spain,Europe,East Atlantic and Mediterranean,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Sri Lanka,Asia,East Indian Ocean,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Sudan,Africa,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Suriname,South America,West Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Sweden,Europe,East Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Syria,Middle East,Mediterranean & Black Sea,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Taiwan,Asia,Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Tanzania,Africa,West Indian Ocean,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Thailand,Asia,East Indian Ocean and Western Pacific,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Timor-Leste,Asia,East Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,Togo,Africa,East Atlantic,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Tonga,Oceania,Western Pacific,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Trinidad & Tobago,Caribbean & Central America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Tunisia,Africa,Mediterranean & Black Sea,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Turkey,Middle East,Mediterranean & Black Sea,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Tuvalu,Oceania,Western Pacific,Flag,Response,2021,5
7,Registered vessels with foreign or unknown ownership,Ukraine,Europe,Mediterranean & Black Sea,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,United Arab Emirates,Middle East,West Indian Ocean,Flag,Response,2021,
7,Registered vessels with foreign or unknown ownership,United Kingdom,Europe,East Atlantic,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Uruguay,South America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,USA,North America,Eastern Pacific and West Atlantic,Flag,Response,2021,2
7,Registered vessels with foreign or unknown ownership,Vanuatu,Oceania,Western Pacific,Flag,Response,2021,4
7,Registered vessels with foreign or unknown ownership,Venezuela,South America,West Atlantic,Flag,Response,2021,3
7,Registered vessels with foreign or unknown ownership,Vietnam,Asia,Western Pacific,Flag,Response,2021,1
7,Registered vessels with foreign or unknown ownership,Yemen,Middle East,West Indian Ocean,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Albania,Europe,Mediterranean & Black Sea,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Algeria,Africa,Mediterranean & Black Sea,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Angola,Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Antigua & Barbuda,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Argentina,South America,West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Australia,Oceania,East Indian Ocean and Western Pacific,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Bahamas,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Bahrain,Middle East,West Indian Ocean,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Bangladesh,Asia,East Indian Ocean,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Barbados,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Belgium,Europe,East Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Belize,Caribbean & Central America,West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Benin,Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Bosnia & Herzegovina,Europe,Mediterranean & Black Sea,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Brazil,South America,West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Brunei Darussalam,Asia,Western Pacific,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Bulgaria,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Cambodia,Asia,Western Pacific,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Cameroon,Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Canada,North America,Eastern Pacific and West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Cape Verde,Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Chile,South America,Eastern Pacific,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,China,Asia,Western Pacific,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Colombia,South America,Eastern Pacific and West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Comoros Isl.,Africa,West Indian Ocean,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Congo (DRC),Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,"Congo, R. of",Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Cook Islands,Oceania,Western Pacific,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Costa Rica,Caribbean & Central America,Eastern Pacific and West Atlantic,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Cote d'Ivoire,Africa,East Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Croatia,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Cuba,Caribbean & Central America,West Atlantic,Flag,Response,2021,5
8,Provision of vessel data for inclusion in Global Record,Cyprus,Europe,Mediterranean & Black Sea,Flag,Response,2021,1
8,Provision of vessel data for inclusion in Global Record,Denmark,Europe,East Atlantic,Flag,Response,2021,1
