Indicator ID,Indicator name,Country,Region,Ocean,Resp,Type,Year,Score
28,Gross national income per capita,Greece,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,2
28,Gross national income per capita,Grenada,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Guatemala,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Guinea,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Guinea-Bissau,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Guyana,South America,West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Haiti,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Honduras,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,4
28,Gross national income per capita,Iceland,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,India,Asia,East Indian Ocean and West Indian Ocean,General,Vulnerability,2023,4
28,Gross national income per capita,Indonesia,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Iran,Middle East,West Indian Ocean,General,Vulnerability,2023,4
28,Gross national income per capita,Iraq,Middle East,West Indian Ocean,General,Vulnerability,2023,3
28,Gross national income per capita,Ireland,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Israel,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
28,Gross national income per capita,Italy,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
28,Gross national income per capita,Jamaica,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Japan,Asia,Western Pacific,General,Vulnerability,2023,1
28,Gross national income per capita,Jordan,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,4
28,Gross national income per capita,Kenya,Africa,West Indian Ocean,General,Vulnerability,2023,4
28,Gross national income per capita,Kiribati,Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Korea (North),Asia,Western Pacific,General,Vulnerability,2023,5
28,Gross national income per capita,Korea (Rep. South),Asia,Western Pacific,General,Vulnerability,2023,1
28,Gross national income per capita,Kuwait,Middle East,West Indian Ocean,General,Vulnerability,2023,1
28,Gross national income per capita,Latvia,Europe,East Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Lebanon,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,3
28,Gross national income per capita,Liberia,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Libya,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,3
28,Gross national income per capita,Lithuania,Europe,East Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Madagascar,Africa,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Malaysia,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,2
28,Gross national income per capita,Maldives,Asia,West Indian Ocean,General,Vulnerability,2023,2
28,Gross national income per capita,Malta,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
28,Gross national income per capita,Marshall Isl.,Oceania,Western Pacific,General,Vulnerability,2023,3
28,Gross national income per capita,Mauritania,Africa,East Atlantic,General,Vulnerability,2023,4
28,Gross national income per capita,Mauritius,Africa,West Indian Ocean,General,Vulnerability,2023,2
28,Gross national income per capita,Mexico,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Micronesia (FS of),Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Monaco,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
28,Gross national income per capita,Montenegro,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,2
28,Gross national income per capita,Morocco,Africa,East Atlantic and Mediterranean,General,Vulnerability,2023,4
28,Gross national income per capita,Mozambique,Africa,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Myanmar,Asia,East Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Namibia,Africa,East Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Nauru,Oceania,Western Pacific,General,Vulnerability,2023,2
28,Gross national income per capita,Netherlands,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,New Zealand,Oceania,Western Pacific,General,Vulnerability,2023,1
28,Gross national income per capita,Nicaragua,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,4
28,Gross national income per capita,Nigeria,Africa,East Atlantic,General,Vulnerability,2023,4
28,Gross national income per capita,Norway,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Oman,Middle East,West Indian Ocean,General,Vulnerability,2023,2
28,Gross national income per capita,Pakistan,Asia,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Palau,Oceania,Western Pacific,General,Vulnerability,2023,2
28,Gross national income per capita,Panama,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Papua New Guinea,Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Peru,South America,Eastern Pacific,General,Vulnerability,2023,3
28,Gross national income per capita,Philippines,Asia,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Poland,Europe,East Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Portugal,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Qatar,Middle East,West Indian Ocean,General,Vulnerability,2023,1
28,Gross national income per capita,Romania,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,2
28,Gross national income per capita,Russia,Europe,East Atlantic and Western Pacific,General,Vulnerability,2023,2
28,Gross national income per capita,Saint Kitts & Nevis,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Saint Lucia,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Saint Vincent & the Grenadines,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Samoa,Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Sao Tome & Principe,Africa,East Atlantic,General,Vulnerability,2023,4
28,Gross national income per capita,Saudi Arabia,Middle East,West Indian Ocean,General,Vulnerability,2023,1
28,Gross national income per capita,Senegal,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Seychelles,Africa,West Indian Ocean,General,Vulnerability,2023,2
28,Gross national income per capita,Sierra Leone,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Singapore,Asia,Western Pacific,General,Vulnerability,2023,1
28,Gross national income per capita,Slovenia,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
28,Gross national income per capita,Solomon Isl.,Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Somalia,Africa,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,South Africa,Africa,West Indian Ocean and East Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Spain,Europe,East Atlantic and Mediterranean,General,Vulnerability,2023,1
28,Gross national income per capita,Sri Lanka,Asia,East Indian Ocean,General,Vulnerability,2023,4
28,Gross national income per capita,Sudan,Africa,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Suriname,South America,West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Sweden,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Syria,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,5
28,Gross national income per capita,Taiwan,Asia,Western Pacific,General,Vulnerability,2023,1
28,Gross national income per capita,Tanzania,Africa,West Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Thailand,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,3
28,Gross national income per capita,Timor-Leste,Asia,East Indian Ocean,General,Vulnerability,2023,5
28,Gross national income per capita,Togo,Africa,East Atlantic,General,Vulnerability,2023,5
28,Gross national income per capita,Tonga,Oceania,Western Pacific,General,Vulnerability,2023,3
28,Gross national income per capita,Trinidad & Tobago,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,Tunisia,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,4
28,Gross national income per capita,Turkey,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,2
28,Gross national income per capita,Tuvalu,Oceania,Western Pacific,General,Vulnerability,2023,3
28,Gross national income per capita,Ukraine,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,4
28,Gross national income per capita,United Arab Emirates,Middle East,West Indian Ocean,General,Vulnerability,2023,1
28,Gross national income per capita,United Kingdom,Europe,East Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Uruguay,South America,West Atlantic,General,Vulnerability,2023,2
28,Gross national income per capita,USA,North America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
28,Gross national income per capita,Vanuatu,Oceania,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Venezuela,South America,West Atlantic,General,Vulnerability,2023,3
28,Gross national income per capita,Vietnam,Asia,Western Pacific,General,Vulnerability,2023,4
28,Gross national income per capita,Yemen,Middle East,West Indian Ocean,General,Vulnerability,2023,5
29,Volume of catches,Albania,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Algeria,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Angola,Africa,East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Antigua & Barbuda,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Argentina,South America,West Atlantic,General,Vulnerability,2023,3
29,Volume of catches,Australia,Oceania,East Indian Ocean and Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Bahamas,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Bahrain,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Bangladesh,Asia,East Indian Ocean,General,Vulnerability,2023,2
29,Volume of catches,Barbados,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Belgium,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Belize,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Benin,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Bosnia & Herzegovina,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Brazil,South America,West Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Brunei Darussalam,Asia,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Bulgaria,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Cambodia,Asia,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Cameroon,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Canada,North America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Cape Verde,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Chile,South America,Eastern Pacific,General,Vulnerability,2023,5
29,Volume of catches,China,Asia,Western Pacific,General,Vulnerability,2023,5
29,Volume of catches,Colombia,South America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Comoros Isl.,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Congo (DRC),Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,"Congo, R. of",Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Cook Islands,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Costa Rica,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Cote d'Ivoire,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Croatia,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Cuba,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Cyprus,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Denmark,Europe,East Atlantic,General,Vulnerability,2023,3
29,Volume of catches,Djibouti,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Dominica,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Dominican Republic,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Ecuador,South America,Eastern Pacific,General,Vulnerability,2023,3
29,Volume of catches,Egypt,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,El Salvador,Caribbean & Central America,Eastern Pacific,General,Vulnerability,2023,1
29,Volume of catches,Equatorial Guinea,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Eritrea,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Estonia,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Fiji,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Finland,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,France,Europe,East Atlantic and Mediterranean,General,Vulnerability,2023,2
29,Volume of catches,Gabon,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Gambia,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Georgia,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Germany,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Ghana,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Greece,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Grenada,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Guatemala,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Guinea,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Guinea-Bissau,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Guyana,South America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Haiti,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Honduras,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Iceland,Europe,East Atlantic,General,Vulnerability,2023,3
29,Volume of catches,India,Asia,East Indian Ocean and West Indian Ocean,General,Vulnerability,2023,5
29,Volume of catches,Indonesia,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,5
29,Volume of catches,Iran,Middle East,West Indian Ocean,General,Vulnerability,2023,2
29,Volume of catches,Iraq,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Ireland,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Israel,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Italy,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Jamaica,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Japan,Asia,Western Pacific,General,Vulnerability,2023,5
29,Volume of catches,Jordan,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Kenya,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Kiribati,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Korea (North),Asia,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Korea (Rep. South),Asia,Western Pacific,General,Vulnerability,2023,3
29,Volume of catches,Kuwait,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Latvia,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Lebanon,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Liberia,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Libya,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Lithuania,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Madagascar,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Malaysia,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,3
29,Volume of catches,Maldives,Asia,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Malta,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Marshall Isl.,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Mauritania,Africa,East Atlantic,General,Vulnerability,2023,3
29,Volume of catches,Mauritius,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Mexico,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,3
29,Volume of catches,Micronesia (FS of),Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Monaco,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Montenegro,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Morocco,Africa,East Atlantic and Mediterranean,General,Vulnerability,2023,3
29,Volume of catches,Mozambique,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Myanmar,Asia,East Indian Ocean,General,Vulnerability,2023,3
29,Volume of catches,Namibia,Africa,East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Nauru,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Netherlands,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,New Zealand,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Nicaragua,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Nigeria,Africa,East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Norway,Europe,East Atlantic,General,Vulnerability,2023,5
29,Volume of catches,Oman,Middle East,West Indian Ocean,General,Vulnerability,2023,3
29,Volume of catches,Pakistan,Asia,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Palau,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Panama,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Papua New Guinea,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Peru,South America,Eastern Pacific,General,Vulnerability,2023,5
29,Volume of catches,Philippines,Asia,Western Pacific,General,Vulnerability,2023,4
29,Volume of catches,Poland,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Portugal,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Qatar,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Romania,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Russia,Europe,East Atlantic and Western Pacific,General,Vulnerability,2023,5
29,Volume of catches,Saint Kitts & Nevis,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Saint Lucia,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Saint Vincent & the Grenadines,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Samoa,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Sao Tome & Principe,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Saudi Arabia,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Senegal,Africa,East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Seychelles,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Sierra Leone,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Singapore,Asia,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Slovenia,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Solomon Isl.,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Somalia,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,South Africa,Africa,West Indian Ocean and East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Spain,Europe,East Atlantic and Mediterranean,General,Vulnerability,2023,2
29,Volume of catches,Sri Lanka,Asia,East Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Sudan,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Suriname,South America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Sweden,Europe,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Syria,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Taiwan,Asia,Western Pacific,General,Vulnerability,2023,2
29,Volume of catches,Tanzania,Africa,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Thailand,Asia,East Indian Ocean and Western Pacific,General,Vulnerability,2023,3
29,Volume of catches,Timor-Leste,Asia,East Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,Togo,Africa,East Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Tonga,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Trinidad & Tobago,Caribbean & Central America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Tunisia,Africa,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Turkey,Middle East,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,Tuvalu,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Ukraine,Europe,Mediterranean & Black Sea,General,Vulnerability,2023,1
29,Volume of catches,United Arab Emirates,Middle East,West Indian Ocean,General,Vulnerability,2023,1
29,Volume of catches,United Kingdom,Europe,East Atlantic,General,Vulnerability,2023,2
29,Volume of catches,Uruguay,South America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,USA,North America,Eastern Pacific and West Atlantic,General,Vulnerability,2023,5
29,Volume of catches,Vanuatu,Oceania,Western Pacific,General,Vulnerability,2023,1
29,Volume of catches,Venezuela,South America,West Atlantic,General,Vulnerability,2023,1
29,Volume of catches,Vietnam,Asia,Western Pacific,General,Vulnerability,2023,5
29,Volume of catches,Yemen,Middle East,West Indian Ocean,General,Vulnerability,2023,1
30,Carded' under the EU IUU Regulation,Albania,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Algeria,Africa,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Angola,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Antigua & Barbuda,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Argentina,South America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Australia,Oceania,East Indian Ocean and Western Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Bahamas,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Bahrain,Middle East,West Indian Ocean,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Bangladesh,Asia,East Indian Ocean,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Barbados,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Belgium,Europe,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Belize,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Benin,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Bosnia & Herzegovina,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Brazil,South America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Brunei Darussalam,Asia,Western Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Bulgaria,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cambodia,Asia,Western Pacific,General,Prevalence,2023,5
30,Carded' under the EU IUU Regulation,Cameroon,Africa,East Atlantic,General,Prevalence,2023,5
30,Carded' under the EU IUU Regulation,Canada,North America,Eastern Pacific and West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cape Verde,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Chile,South America,Eastern Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,China,Asia,Western Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Colombia,South America,Eastern Pacific and West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Comoros Isl.,Africa,West Indian Ocean,General,Prevalence,2023,5
30,Carded' under the EU IUU Regulation,Congo (DRC),Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,"Congo, R. of",Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cook Islands,Oceania,Western Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Costa Rica,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cote d'Ivoire,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Croatia,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cuba,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Cyprus,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Denmark,Europe,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Djibouti,Africa,West Indian Ocean,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Dominica,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Dominican Republic,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Ecuador,South America,Eastern Pacific,General,Prevalence,2023,3
30,Carded' under the EU IUU Regulation,Egypt,Africa,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,El Salvador,Caribbean & Central America,Eastern Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Equatorial Guinea,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Eritrea,Africa,West Indian Ocean,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Estonia,Europe,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Fiji,Oceania,Western Pacific,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Finland,Europe,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,France,Europe,East Atlantic and Mediterranean,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Gabon,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Gambia,Africa,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Georgia,Middle East,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Germany,Europe,East Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Ghana,Africa,East Atlantic,General,Prevalence,2023,3
30,Carded' under the EU IUU Regulation,Greece,Europe,Mediterranean & Black Sea,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Grenada,Caribbean & Central America,West Atlantic,General,Prevalence,2023,1
30,Carded' under the EU IUU Regulation,Guatemala,Caribbean & Central America,Eastern Pacific and West Atlantic,General,Prevalence,2023,1
